Id,IDFANTASYSEASON,WEEK,IDFANTASYSUPPLIER,IDFANTASYPOSITION,IDFANTASYPLAYER,CREATED,CREATED_BY,UPDATED,UPDATED_BY
95,1,2,1,12,13,2022-11-06T12:36:24,JORTRI,2022-11-06T12:36:24,JORTRI
96,1,2,1,13,15,2022-11-06T12:36:24,JORTRI,2022-11-06T12:36:24,JORTRI
97,1,2,1,14,11,2022-11-06T12:36:24,JORTRI,2022-11-06T12:36:24,JORTRI
105,1,2,3,8,21,2022-11-06T12:39:52,JORTRI,2022-11-06T12:39:52,JORTRI
106,1,2,3,9,5,2022-11-06T12:39:52,JORTRI,2022-11-06T12:39:52,JORTRI
107,1,2,3,10,9,2022-11-06T12:39:52,JORTRI,2022-11-06T12:39:52,JORTRI
108,1,2,3,11,12,2022-11-06T12:39:52,JORTRI,2022-11-06T12:39:52,JORTRI
109,1,2,3,12,13,2022-11-06T12:39:52,JORTRI,2022-11-06T12:39:52,JORTRI
110,1,2,3,13,15,2022-11-06T12:39:52,JORTRI,2022-11-06T12:39:52,JORTRI
111,1,2,4,8,21,2022-11-06T00:00:00,JORTRI,2022-11-06T12:41:22,JORTRI
119,1,2,5,9,5,2022-11-06T12:44:25,JORTRI,2022-11-06T12:44:25,JORTRI
120,1,2,5,10,8,2022-11-06T12:44:25,JORTRI,2022-11-06T12:44:25,JORTRI
121,1,2,5,11,13,2022-11-06T12:44:25,JORTRI,2022-11-06T12:44:25,JORTRI
122,1,2,5,12,12,2022-11-06T12:44:25,JORTRI,2022-11-06T12:44:25,JORTRI
123,1,2,5,13,15,2022-11-06T12:44:25,JORTRI,2022-11-06T12:44:25,JORTRI
124,1,2,5,14,9,2022-11-06T12:44:25,JORTRI,2022-11-06T12:44:25,JORTRI
134,1,2,7,8,21,2022-11-06T13:42:03,JORTRI,2022-11-06T13:42:03,JORTRI
135,1,2,7,9,9,2022-11-06T13:42:03,JORTRI,2022-11-06T13:42:03,JORTRI
136,1,2,7,10,8,2022-11-06T13:42:03,JORTRI,2022-11-06T13:42:03,JORTRI
137,1,2,7,11,12,2022-11-06T13:42:03,JORTRI,2022-11-06T13:42:03,JORTRI
138,1,2,7,12,13,2022-11-06T13:42:03,JORTRI,2022-11-06T13:42:03,JORTRI
139,1,2,7,13,15,2022-11-06T13:42:03,JORTRI,2022-11-06T13:42:03,JORTRI
140,1,2,7,14,24,2022-11-06T13:42:03,JORTRI,2022-11-06T13:42:03,JORTRI
373,1,6,1,9,7,2022-11-06T17:52:12,JORTRI,2022-11-06T17:52:12,JORTRI
374,1,6,1,10,5,2022-11-06T17:52:12,JORTRI,2022-11-06T17:52:12,JORTRI
375,1,6,1,11,12,2022-11-06T17:52:12,JORTRI,2022-11-06T17:52:12,JORTRI
376,1,6,1,12,13,2022-11-06T17:52:12,JORTRI,2022-11-06T17:52:12,JORTRI
377,1,6,1,13,14,2022-11-06T17:52:12,JORTRI,2022-11-06T17:52:12,JORTRI
378,1,6,1,14,11,2022-11-06T17:52:12,JORTRI,2022-11-06T17:52:12,JORTRI
386,1,6,3,8,21,2022-11-06T17:53:23,JORTRI,2022-11-06T17:53:23,JORTRI
387,1,6,3,9,7,2022-11-06T17:53:23,JORTRI,2022-11-06T17:53:23,JORTRI
388,1,6,3,10,5,2022-11-06T17:53:23,JORTRI,2022-11-06T17:53:23,JORTRI
389,1,6,3,11,12,2022-11-06T17:53:23,JORTRI,2022-11-06T17:53:23,JORTRI
390,1,6,3,12,13,2022-11-06T17:53:23,JORTRI,2022-11-06T17:53:23,JORTRI
391,1,6,3,13,14,2022-11-06T17:53:23,JORTRI,2022-11-06T17:53:23,JORTRI
392,1,6,3,14,11,2022-11-06T17:53:23,JORTRI,2022-11-06T17:53:23,JORTRI
393,1,6,4,8,21,2022-11-06T17:53:59,JORTRI,2022-11-06T17:53:59,JORTRI
394,1,6,4,9,7,2022-11-06T17:53:59,JORTRI,2022-11-06T17:53:59,JORTRI
395,1,6,4,10,5,2022-11-06T17:53:59,JORTRI,2022-11-06T17:53:59,JORTRI
396,1,6,4,11,12,2022-11-06T17:53:59,JORTRI,2022-11-06T17:53:59,JORTRI
397,1,6,4,12,13,2022-11-06T17:53:59,JORTRI,2022-11-06T17:53:59,JORTRI
398,1,6,4,13,14,2022-11-06T17:53:59,JORTRI,2022-11-06T17:53:59,JORTRI
399,1,6,4,14,27,2022-11-06T17:53:59,JORTRI,2022-11-06T17:53:59,JORTRI
414,1,6,6,8,21,2022-11-06T17:55:30,JORTRI,2022-11-06T17:55:30,JORTRI
415,1,6,6,9,7,2022-11-06T17:55:30,JORTRI,2022-11-06T17:55:30,JORTRI
416,1,6,6,10,5,2022-11-06T17:55:30,JORTRI,2022-11-06T17:55:30,JORTRI
417,1,6,6,11,13,2022-11-06T17:55:30,JORTRI,2022-11-06T17:55:30,JORTRI
418,1,6,6,12,11,2022-11-06T17:55:30,JORTRI,2022-11-06T17:55:30,JORTRI
419,1,6,6,13,14,2022-11-06T17:55:30,JORTRI,2022-11-06T17:55:30,JORTRI
420,1,6,6,14,12,2022-11-06T17:55:30,JORTRI,2022-11-06T17:55:30,JORTRI
428,1,6,8,8,21,2022-11-06T17:57:24,JORTRI,2022-11-06T17:57:24,JORTRI
429,1,6,8,9,7,2022-11-06T17:57:24,JORTRI,2022-11-06T17:57:24,JORTRI
430,1,6,8,10,5,2022-11-06T17:57:24,JORTRI,2022-11-06T17:57:24,JORTRI
431,1,6,8,11,13,2022-11-06T17:57:24,JORTRI,2022-11-06T17:57:24,JORTRI
432,1,6,8,12,12,2022-11-06T17:57:24,JORTRI,2022-11-06T17:57:24,JORTRI
433,1,6,8,13,14,2022-11-06T17:57:24,JORTRI,2022-11-06T17:57:24,JORTRI
434,1,6,8,14,11,2022-11-06T17:57:24,JORTRI,2022-11-06T17:57:24,JORTRI
435,1,6,9,8,21,2022-11-06T17:58:00,JORTRI,2022-11-06T17:58:00,JORTRI
436,1,6,9,9,7,2022-11-06T17:58:00,JORTRI,2022-11-06T17:58:00,JORTRI
437,1,6,9,10,5,2022-11-06T17:58:00,JORTRI,2022-11-06T17:58:00,JORTRI
438,1,6,9,11,12,2022-11-06T17:58:00,JORTRI,2022-11-06T17:58:00,JORTRI
439,1,6,9,12,13,2022-11-06T17:58:00,JORTRI,2022-11-06T17:58:00,JORTRI
440,1,6,9,13,14,2022-11-06T17:58:00,JORTRI,2022-11-06T17:58:00,JORTRI
441,1,6,9,14,11,2022-11-06T17:58:00,JORTRI,2022-11-06T17:58:00,JORTRI
517,1,7,10,13,14,2022-11-06T18:12:22,JORTRI,2022-11-06T18:12:22,JORTRI
518,1,7,10,14,7,2022-11-06T18:12:22,JORTRI,2022-11-06T18:12:22,JORTRI
520,1,8,1,9,10,2022-11-06T18:19:45,JORTRI,2022-11-06T18:19:45,JORTRI
521,1,8,1,10,6,2022-11-06T18:19:45,JORTRI,2022-11-06T18:19:45,JORTRI
522,1,8,1,11,11,2022-11-06T18:19:45,JORTRI,2022-11-06T18:19:45,JORTRI
523,1,8,1,14,7,2022-11-06T18:19:45,JORTRI,2022-11-06T18:19:45,JORTRI
524,1,8,1,13,14,2022-11-06T18:19:45,JORTRI,2022-11-06T18:19:45,JORTRI
525,1,8,1,12,12,2022-11-06T18:19:45,JORTRI,2022-11-06T18:19:45,JORTRI
533,1,8,3,8,1,2022-11-06T18:21:06,JORTRI,2022-11-06T18:21:06,JORTRI
534,1,8,3,9,10,2022-11-06T18:21:06,JORTRI,2022-11-06T18:21:06,JORTRI
535,1,8,3,10,6,2022-11-06T18:21:06,JORTRI,2022-11-06T18:21:06,JORTRI
536,1,8,3,11,12,2022-11-06T18:21:06,JORTRI,2022-11-06T18:21:06,JORTRI
537,1,8,3,12,11,2022-11-06T18:21:06,JORTRI,2022-11-06T18:21:06,JORTRI
538,1,8,3,13,14,2022-11-06T18:21:06,JORTRI,2022-11-06T18:21:06,JORTRI
539,1,8,3,14,7,2022-11-06T18:21:06,JORTRI,2022-11-06T18:21:06,JORTRI
540,1,8,4,8,1,2022-11-06T18:21:51,JORTRI,2022-11-06T18:21:51,JORTRI
541,1,8,4,9,10,2022-11-06T18:21:51,JORTRI,2022-11-06T18:21:51,JORTRI
542,1,8,4,10,7,2022-11-06T18:21:51,JORTRI,2022-11-06T18:21:51,JORTRI
543,1,8,4,11,12,2022-11-06T18:21:51,JORTRI,2022-11-06T18:21:51,JORTRI
544,1,8,4,12,11,2022-11-06T18:21:51,JORTRI,2022-11-06T18:21:51,JORTRI
545,1,8,4,13,14,2022-11-06T18:21:51,JORTRI,2022-11-06T18:21:51,JORTRI
546,1,8,4,14,6,2022-11-06T18:21:51,JORTRI,2022-11-06T18:21:51,JORTRI
547,1,8,5,8,1,2022-11-06T18:22:39,JORTRI,2022-11-06T18:22:39,JORTRI
548,1,8,5,9,10,2022-11-06T18:22:39,JORTRI,2022-11-06T18:22:39,JORTRI
549,1,8,5,10,7,2022-11-06T18:22:39,JORTRI,2022-11-06T18:22:39,JORTRI
550,1,8,5,11,11,2022-11-06T18:22:39,JORTRI,2022-11-06T18:22:39,JORTRI
551,1,8,5,12,12,2022-11-06T18:22:39,JORTRI,2022-11-06T18:22:39,JORTRI
552,1,8,5,13,15,2022-11-06T18:22:39,JORTRI,2022-11-06T18:22:39,JORTRI
553,1,8,5,14,5,2022-11-06T18:22:39,JORTRI,2022-11-06T18:22:39,JORTRI
561,1,8,7,8,1,2022-11-06T18:24:12,JORTRI,2022-11-06T18:24:12,JORTRI
562,1,8,7,9,10,2022-11-06T18:24:12,JORTRI,2022-11-06T18:24:12,JORTRI
563,1,8,7,10,6,2022-11-06T18:24:12,JORTRI,2022-11-06T18:24:12,JORTRI
564,1,8,7,11,12,2022-11-06T18:24:12,JORTRI,2022-11-06T18:24:12,JORTRI
565,1,8,7,12,11,2022-11-06T18:24:12,JORTRI,2022-11-06T18:24:12,JORTRI
566,1,8,7,13,15,2022-11-06T18:24:12,JORTRI,2022-11-06T18:24:12,JORTRI
567,1,8,7,14,7,2022-11-06T18:24:12,JORTRI,2022-11-06T18:24:12,JORTRI
568,1,8,8,8,1,2022-11-06T18:24:43,JORTRI,2022-11-06T18:24:43,JORTRI
569,1,8,8,9,10,2022-11-06T18:24:43,JORTRI,2022-11-06T18:24:43,JORTRI
570,1,8,8,10,6,2022-11-06T18:24:43,JORTRI,2022-11-06T18:24:43,JORTRI
571,1,8,8,11,12,2022-11-06T18:24:43,JORTRI,2022-11-06T18:24:43,JORTRI
572,1,8,8,12,11,2022-11-06T18:24:43,JORTRI,2022-11-06T18:24:43,JORTRI
573,1,8,8,13,15,2022-11-06T18:24:43,JORTRI,2022-11-06T18:24:43,JORTRI
574,1,8,8,14,7,2022-11-06T18:24:43,JORTRI,2022-11-06T18:24:43,JORTRI
582,1,8,10,8,1,2022-11-06T18:26:09,JORTRI,2022-11-06T18:26:09,JORTRI
583,1,8,10,9,10,2022-11-06T18:26:09,JORTRI,2022-11-06T18:26:09,JORTRI
584,1,8,10,10,7,2022-11-06T18:26:09,JORTRI,2022-11-06T18:26:09,JORTRI
585,1,8,10,11,12,2022-11-06T18:26:09,JORTRI,2022-11-06T18:26:09,JORTRI
586,1,8,10,12,11,2022-11-06T18:26:09,JORTRI,2022-11-06T18:26:09,JORTRI
587,1,8,10,13,14,2022-11-06T18:26:09,JORTRI,2022-11-06T18:26:09,JORTRI
588,1,8,10,14,5,2022-11-06T18:26:09,JORTRI,2022-11-06T18:26:09,JORTRI
589,1,9,1,8,1,2022-11-06T18:32:45,JORTRI,2022-11-06T18:32:45,JORTRI
590,1,9,1,9,5,2022-11-06T18:33:37,JORTRI,2022-11-06T18:33:37,JORTRI
591,1,9,1,10,6,2022-11-06T18:33:37,JORTRI,2022-11-06T18:33:37,JORTRI
592,1,9,1,11,12,2022-11-06T18:33:37,JORTRI,2022-11-06T18:33:37,JORTRI
593,1,9,1,12,11,2022-11-06T18:33:37,JORTRI,2022-11-06T18:33:37,JORTRI
594,1,9,1,13,14,2022-11-06T18:33:38,JORTRI,2022-11-06T18:33:38,JORTRI
595,1,9,1,14,7,2022-11-06T18:33:38,JORTRI,2022-11-06T18:33:38,JORTRI
596,1,9,2,8,1,2022-11-06T18:34:14,JORTRI,2022-11-06T18:34:14,JORTRI
597,1,9,2,9,5,2022-11-06T18:34:14,JORTRI,2022-11-06T18:34:14,JORTRI
47,1,1,4,13,15,2022-11-06T11:29:07,JORTRI,2022-11-06T11:29:07,JORTRI
22,1,1,1,9,5,2022-11-06T10:55:24,JORTRI,2022-11-06T10:55:24,JORTRI
27,1,1,1,14,11,2022-11-06T10:57:58,JORTRI,2022-11-06T10:57:58,JORTRI
45,1,1,4,11,12,2022-11-06T11:28:04,JORTRI,2022-11-06T11:28:04,JORTRI
46,1,1,4,12,25,2022-11-06T00:00:00,JORTRI,2022-11-06T11:29:07,JORTRI
48,1,1,4,14,8,2022-11-06T11:29:07,JORTRI,2022-11-06T11:29:07,JORTRI
49,1,1,5,8,21,2022-11-06T11:30:36,JORTRI,2022-11-06T11:30:36,JORTRI
50,1,1,5,9,5,2022-11-06T11:30:36,JORTRI,2022-11-06T11:30:36,JORTRI
51,1,1,5,10,9,2022-11-06T11:30:36,JORTRI,2022-11-06T11:30:36,JORTRI
52,1,1,5,11,12,2022-11-06T11:30:36,JORTRI,2022-11-06T11:30:36,JORTRI
53,1,1,5,12,13,2022-11-06T11:30:36,JORTRI,2022-11-06T11:30:36,JORTRI
54,1,1,5,13,15,2022-11-06T11:30:36,JORTRI,2022-11-06T11:30:36,JORTRI
55,1,1,5,14,11,2022-11-06T11:30:36,JORTRI,2022-11-06T11:30:36,JORTRI
77,1,1,9,8,21,2022-11-06T11:44:21,JORTRI,2022-11-06T11:44:21,JORTRI
78,1,1,9,9,9,2022-11-06T11:44:21,JORTRI,2022-11-06T11:44:21,JORTRI
79,1,1,9,10,5,2022-11-06T11:44:21,JORTRI,2022-11-06T11:44:21,JORTRI
80,1,1,9,11,12,2022-11-06T11:44:21,JORTRI,2022-11-06T11:44:21,JORTRI
81,1,1,9,12,11,2022-11-06T11:44:21,JORTRI,2022-11-06T11:44:21,JORTRI
82,1,1,9,13,15,2022-11-06T11:44:21,JORTRI,2022-11-06T11:44:21,JORTRI
83,1,1,9,14,13,2022-11-06T11:44:21,JORTRI,2022-11-06T11:44:21,JORTRI
98,1,2,2,8,21,2022-11-06T12:38:41,JORTRI,2022-11-06T12:38:41,JORTRI
99,1,2,2,9,5,2022-11-06T12:38:41,JORTRI,2022-11-06T12:38:41,JORTRI
100,1,2,2,10,9,2022-11-06T12:38:41,JORTRI,2022-11-06T12:38:41,JORTRI
101,1,2,2,11,12,2022-11-06T12:38:41,JORTRI,2022-11-06T12:38:41,JORTRI
102,1,2,2,12,13,2022-11-06T12:38:41,JORTRI,2022-11-06T12:38:41,JORTRI
103,1,2,2,13,15,2022-11-06T12:38:41,JORTRI,2022-11-06T12:38:41,JORTRI
104,1,2,2,14,11,2022-11-06T12:38:41,JORTRI,2022-11-06T12:38:41,JORTRI
112,1,2,4,9,9,2022-11-06T12:41:22,JORTRI,2022-11-06T12:41:22,JORTRI
113,1,2,4,10,8,2022-11-06T12:41:22,JORTRI,2022-11-06T12:41:22,JORTRI
114,1,2,4,11,12,2022-11-06T12:41:22,JORTRI,2022-11-06T12:41:22,JORTRI
115,1,2,4,12,13,2022-11-06T12:41:22,JORTRI,2022-11-06T12:41:22,JORTRI
116,1,2,4,13,15,2022-11-06T12:41:22,JORTRI,2022-11-06T12:41:22,JORTRI
117,1,2,4,14,24,2022-11-06T12:41:22,JORTRI,2022-11-06T12:41:22,JORTRI
125,1,2,6,8,21,2022-11-06T13:39:48,JORTRI,2022-11-06T13:39:48,JORTRI
126,1,2,6,9,9,2022-11-06T13:39:48,JORTRI,2022-11-06T13:39:48,JORTRI
127,1,2,6,10,5,2022-11-06T13:39:48,JORTRI,2022-11-06T13:39:48,JORTRI
128,1,2,6,11,13,2022-11-06T13:39:48,JORTRI,2022-11-06T13:39:48,JORTRI
129,1,2,6,12,12,2022-11-06T13:39:48,JORTRI,2022-11-06T13:39:48,JORTRI
130,1,2,6,13,14,2022-11-06T13:39:48,JORTRI,2022-11-06T13:39:48,JORTRI
131,1,2,6,14,8,2022-11-06T13:39:48,JORTRI,2022-11-06T13:39:48,JORTRI
141,1,2,8,8,21,2022-11-06T13:43:16,JORTRI,2022-11-06T13:43:16,JORTRI
142,1,2,8,9,5,2022-11-06T13:43:16,JORTRI,2022-11-06T13:43:16,JORTRI
143,1,2,8,10,9,2022-11-06T13:43:16,JORTRI,2022-11-06T13:43:16,JORTRI
144,1,2,8,11,13,2022-11-06T13:43:16,JORTRI,2022-11-06T13:43:16,JORTRI
145,1,2,8,12,12,2022-11-06T13:43:16,JORTRI,2022-11-06T13:43:16,JORTRI
146,1,2,8,13,14,2022-11-06T13:43:16,JORTRI,2022-11-06T13:43:16,JORTRI
147,1,2,8,14,11,2022-11-06T13:43:16,JORTRI,2022-11-06T13:43:16,JORTRI
302,1,5,1,8,21,2022-11-06T17:36:49,JORTRI,2022-11-06T17:36:49,JORTRI
309,1,5,2,8,21,2022-11-06T17:38:16,JORTRI,2022-11-06T17:38:16,JORTRI
310,1,5,2,9,5,2022-11-06T17:38:16,JORTRI,2022-11-06T17:38:16,JORTRI
311,1,5,2,10,7,2022-11-06T17:38:16,JORTRI,2022-11-06T17:38:16,JORTRI
312,1,5,2,11,12,2022-11-06T17:38:16,JORTRI,2022-11-06T17:38:16,JORTRI
313,1,5,2,12,11,2022-11-06T17:38:16,JORTRI,2022-11-06T17:38:16,JORTRI
314,1,5,2,13,15,2022-11-06T17:38:16,JORTRI,2022-11-06T17:38:16,JORTRI
315,1,5,2,14,13,2022-11-06T17:38:16,JORTRI,2022-11-06T17:38:16,JORTRI
365,1,5,10,8,21,2022-11-06T17:45:05,JORTRI,2022-11-06T17:45:05,JORTRI
366,1,5,10,9,5,2022-11-06T17:45:05,JORTRI,2022-11-06T17:45:05,JORTRI
367,1,5,10,10,7,2022-11-06T17:45:05,JORTRI,2022-11-06T17:45:05,JORTRI
368,1,5,10,11,12,2022-11-06T17:45:05,JORTRI,2022-11-06T17:45:05,JORTRI
369,1,5,10,12,13,2022-11-06T17:45:05,JORTRI,2022-11-06T17:45:05,JORTRI
370,1,5,10,13,15,2022-11-06T17:45:05,JORTRI,2022-11-06T17:45:05,JORTRI
371,1,5,10,14,9,2022-11-06T17:45:05,JORTRI,2022-11-06T17:45:05,JORTRI
463,1,7,3,8,1,2022-11-06T18:06:47,JORTRI,2022-11-06T18:06:47,JORTRI
464,1,7,3,9,10,2022-11-06T18:06:47,JORTRI,2022-11-06T18:06:47,JORTRI
465,1,7,3,10,7,2022-11-06T18:06:47,JORTRI,2022-11-06T18:06:47,JORTRI
466,1,7,3,11,11,2022-11-06T18:06:47,JORTRI,2022-11-06T18:06:47,JORTRI
467,1,7,3,12,13,2022-11-06T18:06:47,JORTRI,2022-11-06T18:06:47,JORTRI
468,1,7,3,13,14,2022-11-06T18:06:47,JORTRI,2022-11-06T18:06:47,JORTRI
469,1,7,3,14,5,2022-11-06T18:06:47,JORTRI,2022-11-06T18:06:47,JORTRI
470,1,7,4,8,1,2022-11-06T18:07:28,JORTRI,2022-11-06T18:07:28,JORTRI
471,1,7,4,9,10,2022-11-06T18:07:28,JORTRI,2022-11-06T18:07:28,JORTRI
472,1,7,4,10,7,2022-11-06T18:07:28,JORTRI,2022-11-06T18:07:28,JORTRI
473,1,7,4,11,13,2022-11-06T18:07:28,JORTRI,2022-11-06T18:07:28,JORTRI
474,1,7,4,12,11,2022-11-06T18:07:28,JORTRI,2022-11-06T18:07:28,JORTRI
475,1,7,4,13,14,2022-11-06T18:07:28,JORTRI,2022-11-06T18:07:28,JORTRI
476,1,7,4,14,5,2022-11-06T18:07:28,JORTRI,2022-11-06T18:07:28,JORTRI
484,1,7,6,8,1,2022-11-06T18:09:06,JORTRI,2022-11-06T18:09:06,JORTRI
485,1,7,6,9,10,2022-11-06T18:09:06,JORTRI,2022-11-06T18:09:06,JORTRI
486,1,7,6,10,5,2022-11-06T18:09:06,JORTRI,2022-11-06T18:09:06,JORTRI
487,1,7,6,11,13,2022-11-06T18:09:06,JORTRI,2022-11-06T18:09:06,JORTRI
488,1,7,6,12,11,2022-11-06T18:09:06,JORTRI,2022-11-06T18:09:06,JORTRI
489,1,7,6,13,15,2022-11-06T18:09:06,JORTRI,2022-11-06T18:09:06,JORTRI
490,1,7,6,14,9,2022-11-06T18:09:06,JORTRI,2022-11-06T18:09:06,JORTRI
491,1,7,7,8,1,2022-11-06T18:09:53,JORTRI,2022-11-06T18:09:53,JORTRI
492,1,7,7,9,10,2022-11-06T18:09:53,JORTRI,2022-11-06T18:09:53,JORTRI
493,1,7,7,10,5,2022-11-06T18:09:53,JORTRI,2022-11-06T18:09:53,JORTRI
494,1,7,7,11,11,2022-11-06T18:09:53,JORTRI,2022-11-06T18:09:53,JORTRI
495,1,7,7,12,13,2022-11-06T18:09:53,JORTRI,2022-11-06T18:09:53,JORTRI
496,1,7,7,13,14,2022-11-06T18:09:53,JORTRI,2022-11-06T18:09:53,JORTRI
497,1,7,7,14,7,2022-11-06T18:09:53,JORTRI,2022-11-06T18:09:53,JORTRI
498,1,7,8,8,1,2022-11-06T18:10:53,JORTRI,2022-11-06T18:10:53,JORTRI
499,1,7,8,9,10,2022-11-06T18:10:53,JORTRI,2022-11-06T18:10:53,JORTRI
500,1,7,8,10,7,2022-11-06T18:10:53,JORTRI,2022-11-06T18:10:53,JORTRI
501,1,7,8,11,13,2022-11-06T18:10:53,JORTRI,2022-11-06T18:10:53,JORTRI
502,1,7,8,12,11,2022-11-06T18:10:53,JORTRI,2022-11-06T18:10:53,JORTRI
503,1,7,8,13,15,2022-11-06T18:10:53,JORTRI,2022-11-06T18:10:53,JORTRI
504,1,7,8,14,6,2022-11-06T18:10:53,JORTRI,2022-11-06T18:10:53,JORTRI
519,1,8,1,8,1,2022-11-06T18:18:44,JORTRI,2022-11-06T18:18:44,JORTRI
526,1,8,2,8,1,2022-11-06T18:20:20,JORTRI,2022-11-06T18:20:20,JORTRI
527,1,8,2,9,10,2022-11-06T18:20:20,JORTRI,2022-11-06T18:20:20,JORTRI
528,1,8,2,10,6,2022-11-06T18:20:20,JORTRI,2022-11-06T18:20:20,JORTRI
529,1,8,2,11,11,2022-11-06T18:20:20,JORTRI,2022-11-06T18:20:20,JORTRI
530,1,8,2,12,12,2022-11-06T18:20:20,JORTRI,2022-11-06T18:20:20,JORTRI
531,1,8,2,13,14,2022-11-06T18:20:20,JORTRI,2022-11-06T18:20:20,JORTRI
532,1,8,2,14,7,2022-11-06T18:20:20,JORTRI,2022-11-06T18:20:20,JORTRI
598,1,9,2,10,6,2022-11-06T18:34:14,JORTRI,2022-11-06T18:34:14,JORTRI
599,1,9,2,11,11,2022-11-06T18:34:14,JORTRI,2022-11-06T18:34:14,JORTRI
600,1,9,2,12,12,2022-11-06T18:34:14,JORTRI,2022-11-06T18:34:14,JORTRI
601,1,9,2,13,14,2022-11-06T18:34:14,JORTRI,2022-11-06T18:34:14,JORTRI
602,1,9,2,14,7,2022-11-06T18:34:14,JORTRI,2022-11-06T18:34:14,JORTRI
603,1,9,3,8,1,2022-11-06T18:34:56,JORTRI,2022-11-06T18:34:56,JORTRI
604,1,9,3,9,5,2022-11-06T18:34:56,JORTRI,2022-11-06T18:34:56,JORTRI
605,1,9,3,10,6,2022-11-06T18:34:56,JORTRI,2022-11-06T18:34:56,JORTRI
606,1,9,3,11,12,2022-11-06T18:34:56,JORTRI,2022-11-06T18:34:56,JORTRI
607,1,9,3,12,11,2022-11-06T18:34:56,JORTRI,2022-11-06T18:34:56,JORTRI
608,1,9,3,13,14,2022-11-06T18:34:56,JORTRI,2022-11-06T18:34:56,JORTRI
609,1,9,3,14,7,2022-11-06T18:34:56,JORTRI,2022-11-06T18:34:56,JORTRI
610,1,9,4,8,4,2022-11-06T18:35:44,JORTRI,2022-11-06T18:35:44,JORTRI
611,1,9,4,9,6,2022-11-06T18:35:44,JORTRI,2022-11-06T18:35:44,JORTRI
612,1,9,4,10,5,2022-11-06T18:35:44,JORTRI,2022-11-06T18:35:44,JORTRI
613,1,9,4,11,12,2022-11-06T18:35:44,JORTRI,2022-11-06T18:35:44,JORTRI
614,1,9,4,12,11,2022-11-06T18:35:44,JORTRI,2022-11-06T18:35:44,JORTRI
615,1,9,4,13,14,2022-11-06T18:35:44,JORTRI,2022-11-06T18:35:44,JORTRI
616,1,9,4,14,7,2022-11-06T18:35:44,JORTRI,2022-11-06T18:35:44,JORTRI
617,1,9,5,8,1,2022-11-06T18:36:35,JORTRI,2022-11-06T18:36:35,JORTRI
618,1,9,5,9,5,2022-11-06T18:36:35,JORTRI,2022-11-06T18:36:35,JORTRI
619,1,9,5,10,7,2022-11-06T18:36:35,JORTRI,2022-11-06T18:36:35,JORTRI
620,1,9,5,11,12,2022-11-06T18:36:35,JORTRI,2022-11-06T18:36:35,JORTRI
621,1,9,5,12,11,2022-11-06T18:36:35,JORTRI,2022-11-06T18:36:35,JORTRI
622,1,9,5,13,14,2022-11-06T18:36:35,JORTRI,2022-11-06T18:36:35,JORTRI
623,1,9,5,14,6,2022-11-06T18:36:35,JORTRI,2022-11-06T18:36:35,JORTRI
132,1,2,3,14,11,2022-11-06T13:40:19,JORTRI,2022-11-06T13:40:19,JORTRI
25,1,1,1,12,13,2022-11-06T10:57:42,JORTRI,2022-11-06T10:57:42,JORTRI
26,1,1,1,13,15,2022-11-06T10:57:42,JORTRI,2022-11-06T10:57:42,JORTRI
42,1,1,4,8,21,2022-11-06T11:26:49,JORTRI,2022-11-06T11:26:49,JORTRI
43,1,1,4,9,9,2022-11-06T11:26:49,JORTRI,2022-11-06T11:26:49,JORTRI
44,1,1,4,10,24,2022-11-06T00:00:00,JORTRI,2022-11-06T11:28:04,JORTRI
169,1,3,2,8,21,2022-11-06T16:53:54,JORTRI,2022-11-06T16:53:54,JORTRI
170,1,3,2,9,5,2022-11-06T16:53:54,JORTRI,2022-11-06T16:53:54,JORTRI
171,1,3,2,10,9,2022-11-06T16:53:54,JORTRI,2022-11-06T16:53:54,JORTRI
172,1,3,2,11,12,2022-11-06T16:53:54,JORTRI,2022-11-06T16:53:54,JORTRI
173,1,3,2,12,11,2022-11-06T16:53:54,JORTRI,2022-11-06T16:53:54,JORTRI
174,1,3,2,13,14,2022-11-06T16:53:54,JORTRI,2022-11-06T16:53:54,JORTRI
175,1,3,2,14,13,2022-11-06T16:53:54,JORTRI,2022-11-06T16:53:54,JORTRI
176,1,3,3,8,21,2022-11-06T16:54:40,JORTRI,2022-11-06T16:54:40,JORTRI
177,1,3,3,9,5,2022-11-06T16:54:40,JORTRI,2022-11-06T16:54:40,JORTRI
178,1,3,3,10,9,2022-11-06T16:54:40,JORTRI,2022-11-06T16:54:40,JORTRI
179,1,3,3,11,12,2022-11-06T16:54:40,JORTRI,2022-11-06T16:54:40,JORTRI
180,1,3,3,12,11,2022-11-06T16:54:40,JORTRI,2022-11-06T16:54:40,JORTRI
181,1,3,3,13,14,2022-11-06T16:54:40,JORTRI,2022-11-06T16:54:40,JORTRI
182,1,3,3,14,13,2022-11-06T16:54:40,JORTRI,2022-11-06T16:54:40,JORTRI
183,1,3,4,8,21,2022-11-06T16:55:29,JORTRI,2022-11-06T16:55:29,JORTRI
184,1,3,4,9,8,2022-11-06T16:55:29,JORTRI,2022-11-06T16:55:29,JORTRI
185,1,3,4,10,9,2022-11-06T16:55:29,JORTRI,2022-11-06T16:55:29,JORTRI
186,1,3,4,11,12,2022-11-06T16:55:29,JORTRI,2022-11-06T16:55:29,JORTRI
